,,,,,,,,,,
,,,,,,,,,,
,,Year,City,Industry,Qtr 1 Wages,Qtr 2 Wages,Qtr 3 Wages,Qtr 4 Wages,Total Annual Wages,Confidential
,,2019,Indio,Wholesale Trade,8229125,7952228,8321583,8642362,33145298,
,,2019,Indio,Retail Trade,29618156,30292697,29378144,32349630,121638627,
,,2019,Indio,Transportation and Warehousing,1573775,2255883,2219877,2509537,8559072,
,,2019,Indio,Information,4954589,5206049,5275662,5850796,21287096,
,,2019,Indio,Finance and Insurance,2562201,2610483,2776013,3038685,10987382,
,,2019,Indio,Real Estate and Rental and Leasing,2883631,3176048,3083192,3456093,12598964,
,,2019,Indio,"Professional, Scientific, and Technical Services",5627007,5786300,5795478,5905733,23114518,
,,2019,Indio,Administrative and Support and Waste Management and Remediation Services,13710916,14199879,24022776,25608803,77542374,
,,2019,Indio,Educational Services,***,***,***,***,***,YES
,,2019,Indio,Health Care and Social Assistance,16810367,17626035,18757172,21265385,74458959,
,,2019,Indio,"Arts, Entertainment, and Recreation",6586738,5302737,4201942,5156077,21247494,
,,2019,Indio,Accommodation and Food Services,14148588,15741548,12029381,13157331,55076848,
,,2019,Indio,Other Services (except Public Administration),5062135,4842537,4944459,5460959,20310090,
,,2019,Indio,Federal Government,***,***,***,***,***,YES
,,2019,Indio,Local Government,54776415,49833586,34042712,42909114,181561827,
,,2019,Indio,State Government,1848508,1499647,1597995,1621923,6568073,
,,2019,La Quinta,"Agriculture, Forestry, Fishing and Hunting",***,***,***,***,***,YES
,,2019,La Quinta,Construction,3939565,4328313,3799157,4191990,16259025,
,,2019,La Quinta,Manufacturing,783938,752888,779277,750188,3066291,
,,2019,La Quinta,Wholesale Trade,729807,759753,677816,924297,3091673,
,,2019,La Quinta,Retail Trade,23854934,23208302,21551575,24437703,93052514,
,,2019,La Quinta,Transportation and Warehousing,270040,405245,237335,417176,1329796,
,,2019,La Quinta,Information,745780,856926,871822,1062305,3536833,
,,2019,La Quinta,Finance and Insurance,2676165,2752394,2601000,2970019,10999578,
,,2019,La Quinta,Real Estate and Rental and Leasing,2391362,2445535,2304537,3246393,10387827,
,,2019,La Quinta,"Professional, Scientific, and Technical Services",4481104,5256794,4432740,5144529,19315167,
,,2019,La Quinta,Administrative and Support and Waste Management and Remediation Services,5264097,3965089,3418663,4652679,17300528,
,,2019,La Quinta,Educational Services,610265,579802,485554,565328,2240949,
,,2019,La Quinta,Health Care and Social Assistance,8870540,9089927,9264297,10188982,37413746,
,,2019,La Quinta,"Arts, Entertainment, and Recreation",8030265,7304972,4997913,7885125,28218275,
,,2019,La Quinta,Accommodation and Food Services,28073378,28607588,19966940,26750829,103398735,
,,2019,La Quinta,Other Services (except Public Administration),1954591,2064812,1960964,2323983,8304350,
,,2019,La Quinta,Federal Government,***,***,***,***,***,YES
,,2019,La Quinta,Local Government,***,***,***,***,***,YES
,,2019,Palm Desert,"Agriculture, Forestry, Fishing and Hunting",***,***,***,***,***,YES
,,2019,Palm Desert,Utilities,***,***,***,***,***,YES
,,2019,Palm Desert,Construction,23239280,23458654,25969360,28124050,100791344,
,,2019,Palm Desert,Manufacturing,3857546,3883794,3999786,4646506,16387632,
,,2019,Palm Desert,Wholesale Trade,5144870,5000232,5048263,5858070,21051435,
,,2019,Palm Desert,Retail Trade,51433291,49306176,45362025,52385232,198486724,
,,2019,Palm Desert,Transportation and Warehousing,2742125,2928002,2261577,2627343,10559047,
,,2019,Palm Desert,Information,2106116,2199456,2247300,2276417,8829289,
,,2019,Palm Desert,Finance and Insurance,16246163,15396289,16865761,18742088,67250301,
,,2019,Palm Desert,Real Estate and Rental and Leasing,11202876,12491753,11841985,14219117,49755731,
,,2019,Palm Desert,"Professional, Scientific, and Technical Services",23884244,22679306,22401641,26568345,95533536,
,,2019,Palm Desert,Management of Companies and Enterprises,***,***,***,***,***,YES
,,2019,Palm Desert,Administrative and Support and Waste Management and Remediation Services,21202900,20896587,19271461,21521650,82892598,
,,2019,Palm Desert,Educational Services,3922340,4050637,3778841,4359591,16111409,
,,2019,Palm Desert,Health Care and Social Assistance,36153314,36748414,38057175,40757003,151715906,
,,2019,Palm Desert,"Arts, Entertainment, and Recreation",24080474,22126938,15640791,22151370,83999573,
,,2019,Palm Desert,Accommodation and Food Services,51241925,49261427,41769532,47871101,190143985,
,,2019,Palm Desert,Other Services (except Public Administration),16656431,16362551,15420334,16998325,65437641,
,,2019,Palm Desert,Federal Government,***,***,***,***,***,YES
,,2019,Palm Desert,Local Government,32431226,27245519,20320578,25762744,105760067,
,,2019,Palm Desert,State Government,***,***,***,***,***,YES
,,2019,Palm Springs,"Agriculture, Forestry, Fishing and Hunting",***,***,***,***,***,YES
,,2019,Palm Springs,Utilities,***,***,***,***,***,YES
,,2019,Palm Springs,Construction,12169425,13613461,14778750,15509855,56071491,
,,2019,Palm Springs,Manufacturing,2049614,2274024,1877849,2896778,9098265,
,,2019,Palm Springs,Wholesale Trade,4480620,3730585,3702388,3902462,15816055,
,,2019,Palm Springs,Retail Trade,26164395,25723392,25192769,27882115,104962671,
,,2019,Palm Springs,Transportation and Warehousing,13508779,11944706,12643656,14201504,52298645,
,,2019,Palm Springs,Information,3744051,3810516,4268918,4412619,16236104,
,,2019,Palm Springs,Finance and Insurance,5046196,4682412,4770278,5088633,19587519,
,,2019,Palm Springs,Real Estate and Rental and Leasing,7315174,7051491,7190729,8103707,29661101,
,,2019,Palm Springs,"Professional, Scientific, and Technical Services",10095698,10178809,10682112,12468931,43425550,
,,2019,Palm Springs,Management of Companies and Enterprises,80650,107872,106437,114481,409440,
,,2019,Palm Springs,Administrative and Support and Waste Management and Remediation Services,12085238,12128273,12981178,13197062,50391751,
,,2019,Palm Springs,Educational Services,962236,969320,944147,1433662,4309365,
,,2019,Palm Springs,Health Care and Social Assistance,106300780,104586410,106612525,109811044,427310759,
,,2019,Palm Springs,"Arts, Entertainment, and Recreation",4108539,3682140,3615531,5070644,16476854,
,,2019,Palm Springs,Accommodation and Food Services,60173258,58766296,48239635,54902057,222081246,
,,2019,Palm Springs,Other Services (except Public Administration),6116000,6292771,6132795,6510924,25052490,
,,2019,Palm Springs,Federal Government,2768625,2766147,2687971,3139620,11362363,
,,2019,Palm Springs,Local Government,47569118,44268814,40711679,43400710,175950321,
,,2019,Palm Springs,State Government,***,***,***,***,***,YES
,,2019,Rancho Mirage,"Mining, Quarrying, and Oil and Gas Extraction",***,***,***,***,***,YES
,,2019,Rancho Mirage,Construction,1930753,2128840,2248932,2433498,8742023,
,,2019,Rancho Mirage,Manufacturing,377396,518728,494043,445970,1836137,
,,2019,Rancho Mirage,Wholesale Trade,1217615,1326004,1399727,1445558,5388904,
,,2019,Rancho Mirage,Retail Trade,12280101,11948898,11299124,11647473,47175596,
,,2019,Rancho Mirage,Transportation and Warehousing,***,***,***,***,***,YES
,,2019,Rancho Mirage,Information,845994,877400,831586,1014771,3569751,
,,2019,Rancho Mirage,Finance and Insurance,2456403,2602934,2302119,2338980,9700436,
,,2019,Rancho Mirage,Real Estate and Rental and Leasing,3185363,3370636,3298562,4061309,13915870,
,,2019,Rancho Mirage,"Professional, Scientific, and Technical Services",6906503,7355338,7401099,12765841,34428781,
,,2019,Rancho Mirage,Administrative and Support and Waste Management and Remediation Services,2873901,3101737,3299114,3854408,13129160,
,,2019,Rancho Mirage,Educational Services,1304952,1206044,1351485,1572261,5434742,
,,2019,Rancho Mirage,Health Care and Social Assistance,121146230,116312616,132382660,126658758,496500264,
,,2019,Rancho Mirage,"Arts, Entertainment, and Recreation",8289241,7469434,4702728,7570223,28031626,
,,2019,Rancho Mirage,Accommodation and Food Services,27564948,25418122,21547915,23853246,98384231,
,,2019,Rancho Mirage,Other Services (except Public Administration),3246945,3842827,3234336,4331665,14655773,
,,2019,Rancho Mirage,Federal Government,***,***,***,***,***,YES
,,2019,Rancho Mirage,Local Government,***,***,***,***,***,YES
,,2020,Cathedral City,"Agriculture, Forestry, Fishing and Hunting",463932,848070,1060107,1186648,3558757,
,,2020,Cathedral City,Utilities,***,***,***,***,***,YES
,,2020,Cathedral City,Construction,15050212,14527696,13495793,15528264,58601965,
,,2020,Cathedral City,Manufacturing,470779,425107,489875,715255,2101016,
,,2020,Cathedral City,Wholesale Trade,2638633,2620687,2839699,3228670,11327689,
,,2020,Cathedral City,Retail Trade,22243945,19474990,24117716,25784927,91621578,
,,2020,Cathedral City,Transportation and Warehousing,470016,338441,445953,488606,1743016,
,,2020,Cathedral City,Information,398463,354388,196392,283799,1233042,
,,2020,Cathedral City,Finance and Insurance,***,***,***,***,***,YES
,,2020,Cathedral City,Real Estate and Rental and Leasing,1952858,1770634,1859177,2006796,7589465,
,,2020,Cathedral City,"Professional, Scientific, and Technical Services",2172855,1991203,1994809,2373873,8532740,
,,2020,Cathedral City,Management of Companies and Enterprises,***,***,***,***,***,YES
,,2020,Cathedral City,Administrative and Support and Waste Management and Remediation Services,8495222,8122288,8707132,9619380,34944022,
,,2020,Cathedral City,Educational Services,505488,207604,256606,317756,1287454,
,,2020,Cathedral City,Health Care and Social Assistance,6944024,5955322,43129968,6767092,62796406,
,,2020,Cathedral City,"Arts, Entertainment, and Recreation",***,***,***,***,***,YES
,,2020,Cathedral City,Accommodation and Food Services,10307308,5513055,6629015,7442442,29891820,
,,2020,Cathedral City,Other Services (except Public Administration),5448266,4132771,5044914,5567883,20193834,
,,2020,Cathedral City,Federal Government,***,***,***,***,***,YES
,,2020,Cathedral City,Local Government,22571783,18013058,15720093,14219159,70524093,
,,2020,Cathedral City,State Government,2118315,2088957,1960320,1756700,7924292,
,,2020,Coachella,"Agriculture, Forestry, Fishing and Hunting",16978092,19508737,19325706,22264612,78077147,
,,2020,Coachella,Construction,4468861,4085243,4220911,6711739,19486754,
,,2020,Coachella,Manufacturing,9817550,10469330,10829077,11945875,43061832,
,,2020,Coachella,Wholesale Trade,4055126,4001374,3873176,7000545,18930221,
,,2020,Coachella,Retail Trade,8473373,8425218,8759268,9286922,34944781,
,,2020,Coachella,Transportation and Warehousing,832625,828345,658563,772593,3092126,
,,2020,Coachella,Information,127966,117695,135412,156509,537582,
,,2020,Coachella,Finance and Insurance,924886,874272,773694,886168,3459020,
,,2020,Coachella,Real Estate and Rental and Leasing,461594,436409,464273,482680,1844956,
,,2020,Coachella,"Professional, Scientific, and Technical Services",209613,184656,172604,183433,750306,
,,2020,Coachella,Management of Companies and Enterprises,***,***,***,***,***,YES
,,2020,Coachella,Administrative and Support and Waste Management and Remediation Services,1607393,1347511,1481354,1762862,6199120,
,,2020,Coachella,Educational Services,***,***,***,***,***,YES
,,2020,Coachella,Health Care and Social Assistance,1875477,2694334,2644399,3191361,10405571,
,,2020,Coachella,"Arts, Entertainment, and Recreation",***,***,***,***,***,YES
,,2020,Coachella,Accommodation and Food Services,3742999,3183223,3721559,3647321,14295102,
,,2020,Coachella,Other Services (except Public Administration),860155,754994,839371,903848,3358368,
,,2020,Coachella,Federal Government,***,***,***,***,***,YES
,,2020,Coachella,Local Government,39639002,33867748,31629441,29218703,134354894,
,,2020,Desert Hot Spr,"Agriculture, Forestry, Fishing and Hunting",2018669,2233245,2183013,2677673,9112600,
,,2020,Desert Hot Spr,Construction,3678245,3657674,3652298,4173695,15161912,
,,2020,Desert Hot Spr,Manufacturing,***,***,***,***,***,YES
,,2020,Desert Hot Spr,Wholesale Trade,458723,444689,465569,526355,1895336,
,,2020,Desert Hot Spr,Retail Trade,4363388,4649342,4804446,5083149,18900325,
,,2020,Desert Hot Spr,Transportation and Warehousing,604766,424070,544700,719492,2293028,
,,2020,Desert Hot Spr,Information,184737,142892,185647,217415,730691,
,,2020,Desert Hot Spr,Finance and Insurance,721042,617594,556060,629300,2523996,
,,2020,Desert Hot Spr,Real Estate and Rental and Leasing,1039049,746929,950307,1000954,3737239,
,,2020,Desert Hot Spr,"Professional, Scientific, and Technical Services",458525,359510,377658,800507,1996200,
,,2020,Desert Hot Spr,Management of Companies and Enterprises,***,***,***,***,***,YES
,,2020,Desert Hot Spr,Administrative and Support and Waste Management and Remediation Services,1569194,1493589,1673159,1773986,6509928,
,,2020,Desert Hot Spr,Educational Services,***,***,***,***,***,YES
,,2020,Desert Hot Spr,Health Care and Social Assistance,5894194,5513787,5198914,5758597,22365492,
,,2020,Desert Hot Spr,"Arts, Entertainment, and Recreation",***,***,***,***,***,YES
,,2020,Desert Hot Spr,Accommodation and Food Services,5686917,2968467,4092581,4884666,17632631,
,,2020,Desert Hot Spr,Other Services (except Public Administration),635376,529652,556079,816791,2537898,
,,2020,Desert Hot Spr,Federal Government,***,***,***,***,***,YES
,,2020,Desert Hot Spr,Local Government,***,***,***,***,***,YES
,,2020,Indian Wells,Construction,85296,174124,153154,207306,619880,
,,2020,Indian Wells,Manufacturing,***,***,***,***,***,YES
,,2020,Indian Wells,Wholesale Trade,***,***,***,***,***,YES
,,2020,Indian Wells,Retail Trade,548118,331846,363804,350869,1594637,
,,2020,Indian Wells,Finance and Insurance,8211317,5765061,5742670,6628505,26347553,
,,2020,Indian Wells,Real Estate and Rental and Leasing,890872,753638,901918,1266472,3812900,
,,2020,Indian Wells,"Professional, Scientific, and Technical Services",2858171,2989702,2273886,2906404,11028163,
,,2020,Indian Wells,Administrative and Support and Waste Management and Remediation Services,1757421,1555565,1069076,1368345,5750407,
,,2020,Indian Wells,Educational Services,***,***,***,***,***,YES
,,2020,Indian Wells,Health Care and Social Assistance,2032597,1927862,2141493,3098521,9200473,
,,2020,Indian Wells,"Arts, Entertainment, and Recreation",11352508,8023770,6078948,9544219,34999445,
,,2020,Indian Wells,Accommodation and Food Services,13868095,3218768,3857624,5594602,26539089,
,,2020,Indian Wells,Other Services (except Public Administration),1121698,1038227,935451,1096872,4192248,
,,2020,Indian Wells,Local Government,***,***,***,***,***,YES
,,2020,Indio,"Agriculture, Forestry, Fishing and Hunting",6613557,5823309,4861621,5889413,23187900,
,,2020,Indio,"Mining, Quarrying, and Oil and Gas Extraction",***,***,***,***,***,YES
,,2020,Indio,Utilities,***,***,***,***,***,YES
,,2020,Indio,Construction,35450292,33791641,36223039,41772971,147237943,
,,2020,Indio,Manufacturing,6647139,5166407,5961409,7436806,25211761,
,,2020,Indio,Wholesale Trade,6457791,5792860,6096783,8023868,26371302,
,,2020,Indio,Retail Trade,32766672,31034574,34568565,39573226,137943037,
,,2020,Indio,Transportation and Warehousing,2097114,2172549,2528565,3161666,9959894,
,,2020,Indio,Information,5328783,5469102,4782699,5687216,21267800,
,,2020,Indio,Finance and Insurance,3166441,2919602,2767382,2960400,11813825,
,,2020,Indio,Real Estate and Rental and Leasing,2864598,2426543,2873516,3791687,11956344,
,,2020,Indio,"Professional, Scientific, and Technical Services",5965617,5577515,6088923,7015273,24647328,
,,2020,Indio,Administrative and Support and Waste Management and Remediation Services,23699788,19105286,23361283,29795617,95961974,
,,2020,Indio,Educational Services,***,***,***,***,***,YES
,,2020,Indio,Health Care and Social Assistance,19924441,17358525,19330219,23053023,79666208,
,,2020,Indio,"Arts, Entertainment, and Recreation",5244391,3324011,3592059,4857184,17017645,
,,2020,Indio,Accommodation and Food Services,13952294,9273916,10555004,12066648,45847862,
,,2020,Indio,Other Services (except Public Administration),6218730,4488722,5088203,6005685,21801340,
,,2020,Indio,Federal Government,***,***,***,***,***,YES
,,2020,Indio,Local Government,55467631,42637219,32896965,43564311,174566126,
,,2020,Indio,State Government,1954224,1933727,1819781,1775417,7483149,
,,2020,La Quinta,"Agriculture, Forestry, Fishing and Hunting",***,***,***,***,***,YES
,,2020,La Quinta,Utilities,***,***,***,***,***,YES
,,2020,La Quinta,Construction,3601095,4256610,4308389,5285569,17451663,
,,2020,La Quinta,Manufacturing,555560,275968,398137,531125,1760790,
,,2020,La Quinta,Wholesale Trade,408958,523871,546195,857457,2336481,
,,2020,La Quinta,Retail Trade,24987611,24244784,23571313,28054420,100858128,
,,2020,La Quinta,Transportation and Warehousing,***,***,***,***,***,YES
,,2020,La Quinta,Information,1055307,611852,648049,758803,3074011,
,,2020,La Quinta,Finance and Insurance,2980689,3014691,3033047,3884138,12912565,
,,2020,La Quinta,Real Estate and Rental and Leasing,2522245,2543124,2427578,3948608,11441555,
,,2020,La Quinta,"Professional, Scientific, and Technical Services",4580576,4149375,4214744,5115712,18060407,
,,2020,La Quinta,Administrative and Support and Waste Management and Remediation Services,6855580,3699850,3446448,4156602,18158480,
,,2020,La Quinta,Educational Services,558817,447036,429530,562305,1997688,
,,2020,La Quinta,Health Care and Social Assistance,9669366,8422394,9922872,11048270,39062902,
,,2020,La Quinta,"Arts, Entertainment, and Recreation",10002975,7378477,6224118,10705567,34311137,
,,2020,La Quinta,Accommodation and Food Services,31117082,12725792,12389025,21344692,77576591,
,,2020,La Quinta,Other Services (except Public Administration),2271453,1159070,1162066,2096268,6688857,
,,2020,La Quinta,Federal Government,***,***,***,***,***,YES
,,2020,La Quinta,Local Government,***,***,***,***,***,YES
,,2020,Palm Desert,"Agriculture, Forestry, Fishing and Hunting",***,***,***,***,***,YES
,,2020,Palm Desert,"Mining, Quarrying, and Oil and Gas Extraction",***,***,***,***,***,YES
,,2020,Palm Desert,Utilities,***,***,***,***,***,YES
,,2020,Palm Desert,Construction,25846728,24918722,27473694,32162995,110402139,
,,2020,Palm Desert,Manufacturing,4017193,3279798,3840417,4850658,15988066,
,,2020,Palm Desert,Wholesale Trade,5840397,5949587,6094686,7575857,25460527,
,,2020,Palm Desert,Retail Trade,50409434,40440870,42118517,54518522,187487343,
,,2020,Palm Desert,Transportation and Warehousing,2942918,2148003,1905416,2185543,9181880,
,,2020,Palm Desert,Information,2355242,2000233,2001064,2087080,8443619,
,,2020,Palm Desert,Finance and Insurance,19632456,18391862,20139826,20596162,78760306,
,,2020,Palm Desert,Real Estate and Rental and Leasing,12215433,12144699,13024714,17175942,54560788,
,,2020,Palm Desert,"Professional, Scientific, and Technical Services",24802855,20772965,22161504,27102200,94839524,
,,2020,Palm Desert,Management of Companies and Enterprises,***,***,***,***,***,YES
,,2020,Palm Desert,Administrative and Support and Waste Management and Remediation Services,20772657,18457833,18728518,21327381,79286389,
,,2020,Palm Desert,Educational Services,4255370,3701432,3261189,3947456,15165447,
,,2020,Palm Desert,Health Care and Social Assistance,39306466,33098019,36824281,41854295,151083061,
,,2020,Palm Desert,"Arts, Entertainment, and Recreation",23538314,14752290,12735134,20219219,71244957,
,,2020,Palm Desert,Accommodation and Food Services,55530379,20975084,26863378,36396502,139765343,
,,2020,Palm Desert,Other Services (except Public Administration),17487854,11650027,12186837,15209589,56534307,
,,2020,Palm Desert,Federal Government,***,***,***,***,***,YES
,,2020,Palm Desert,Local Government,33985590,28880354,21093208,24386695,108345847,
,,2020,Palm Desert,State Government,***,***,***,***,***,YES
,,2020,Palm Springs,"Agriculture, Forestry, Fishing and Hunting",***,***,***,***,***,YES
,,2020,Palm Springs,Utilities,***,***,***,***,***,YES
,,2020,Palm Springs,Construction,14001141,12283363,13519910,14782397,54586811,
,,2020,Palm Springs,Manufacturing,2351346,2148985,1865424,2957815,9323570,
,,2020,Palm Springs,Wholesale Trade,4357215,3250891,3622788,4422634,15653528,
,,2020,Palm Springs,Retail Trade,28964801,25648359,28138559,33272588,116024307,
,,2020,Palm Springs,Transportation and Warehousing,15782642,12131949,10488437,13074238,51477266,
,,2020,Palm Springs,Information,4077113,3008770,2986552,3867848,13940283,
,,2020,Palm Springs,Finance and Insurance,5610170,5013719,4679622,5298813,20602324,
,,2020,Palm Springs,Real Estate and Rental and Leasing,7244147,4670591,5904221,10016869,27835828,
,,2020,Palm Springs,"Professional, Scientific, and Technical Services",10564105,9573613,9029308,12381223,41548249,
,,2020,Palm Springs,Management of Companies and Enterprises,132911,172867,134412,134403,574593,
,,2020,Palm Springs,Administrative and Support and Waste Management and Remediation Services,12252647,9681010,10589718,13940894,46464269,
,,2020,Palm Springs,Educational Services,1241902,1278363,1199635,1234180,4954080,
,,2020,Palm Springs,Health Care and Social Assistance,112773159,98370363,105993049,116679684,433816255,
,,2020,Palm Springs,"Arts, Entertainment, and Recreation",4670435,3166117,2849406,3582129,14268087,
,,2020,Palm Springs,Accommodation and Food Services,59075945,22032625,28561851,35090923,144761344,
,,2020,Palm Springs,Other Services (except Public Administration),6653323,4598755,5014130,6437660,22703868,
,,2020,Palm Springs,Federal Government,2765355,3505462,3179469,3817023,13267309,
,,2020,Palm Springs,Local Government,49268442,40790009,39591373,40454023,170103847,
,,2020,Palm Springs,State Government,***,***,***,***,***,YES
,,2020,Rancho Mirage,"Mining, Quarrying, and Oil and Gas Extraction",***,***,***,***,***,YES
,,2020,Rancho Mirage,Construction,2180873,1456425,1499220,1992596,7129114,
,,2020,Rancho Mirage,Manufacturing,446365,317112,281769,381695,1426941,
,,2020,Rancho Mirage,Wholesale Trade,1155526,813613,696710,1502684,4168533,
,,2020,Rancho Mirage,Retail Trade,11736849,10029202,11032782,12420562,45219395,
,,2020,Rancho Mirage,Transportation and Warehousing,***,***,***,***,***,YES
,,2020,Rancho Mirage,Information,856857,411837,448734,419112,2136540,
,,2020,Rancho Mirage,Finance and Insurance,2585615,2709698,2326613,2689619,10311545,
,,2020,Rancho Mirage,Real Estate and Rental and Leasing,3820907,3056758,2880107,3637109,13394881,
,,2020,Rancho Mirage,"Professional, Scientific, and Technical Services",8605172,6515514,5372341,11756023,32249050,
,,2020,Rancho Mirage,Management of Companies and Enterprises,***,***,***,***,***,YES
,,2020,Rancho Mirage,Administrative and Support and Waste Management and Remediation Services,3928432,3135448,3017197,3424817,13505894,
,,2020,Rancho Mirage,Educational Services,1351706,1133080,1111537,1250133,4846456,
,,2020,Rancho Mirage,Health Care and Social Assistance,128090840,110547599,138634621,143890456,521163516,
,,2020,Rancho Mirage,"Arts, Entertainment, and Recreation",7898779,4558399,4116307,5865361,22438846,
,,2020,Rancho Mirage,Accommodation and Food Services,27062966,6530366,9729195,12384782,55707309,
,,2020,Rancho Mirage,Other Services (except Public Administration),4481775,3677749,3292593,4363116,15815233,
,,2020,Rancho Mirage,Federal Government,***,***,***,***,***,YES
,,2020,Rancho Mirage,Local Government,***,***,***,***,***,YES
,,2021,Cathedral City,"Agriculture, Forestry, Fishing and Hunting",1076822,1061073,694575,752147,3584617,
,,2021,Cathedral City,Utilities,***,***,***,***,***,YES
,,2021,Cathedral City,Construction,13394154,15197844,14157889,16454230,59204117,
,,2021,Cathedral City,Manufacturing,602876,631133,579836,653625,2467470,
,,2021,Cathedral City,Wholesale Trade,2629717,2532817,2192483,2572810,9927827,
,,2021,Cathedral City,Retail Trade,24553724,31118890,31464362,32796663,119933639,
,,2021,Cathedral City,Transportation and Warehousing,422279,449782,497680,612910,1982651,
,,2021,Cathedral City,Information,285332,266077,284985,325324,1161718,
,,2021,Cathedral City,Finance and Insurance,***,***,***,***,***,YES
,,2021,Cathedral City,Real Estate and Rental and Leasing,1936858,2071760,2051297,2175261,8235176,
,,2021,Cathedral City,"Professional, Scientific, and Technical Services",1648412,1679185,1661753,1765761,6755111,
,,2021,Cathedral City,Management of Companies and Enterprises,***,***,***,***,***,YES
,,2021,Cathedral City,Administrative and Support and Waste Management and Remediation Services,8789586,9791903,9960560,10260021,38802070,
,,2021,Cathedral City,Educational Services,311019,327183,330139,395498,1363839,
,,2021,Cathedral City,Health Care and Social Assistance,6784276,7327583,7284263,8085060,29481182,
,,2021,Cathedral City,"Arts, Entertainment, and Recreation",***,***,***,***,***,YES
,,2021,Cathedral City,Accommodation and Food Services,7563555,9717520,10181572,11769197,39231844,
,,2021,Cathedral City,Other Services (except Public Administration),4832379,5502699,6297715,6625722,23258515,
,,2021,Cathedral City,Federal Government,***,***,***,***,***,YES
,,2021,Cathedral City,Local Government,21564840,18790670,16257432,14983835,71596777,
,,2021,Cathedral City,State Government,2005345,2161567,2181825,1926645,8275382,
,,2021,Coachella,"Agriculture, Forestry, Fishing and Hunting",13984215,15161216,13125415,16840808,59111654,
,,2021,Coachella,"Mining, Quarrying, and Oil and Gas Extraction",***,***,***,***,***,YES
,,2021,Coachella,Construction,6178020,5952935,6099754,7254719,25485428,
,,2021,Coachella,Manufacturing,10137774,11477937,12952235,10840365,45408311,
,,2021,Coachella,Wholesale Trade,4056381,4666452,4356776,8185030,21264639,
,,2021,Coachella,Retail Trade,9694355,10088667,10122363,10702155,40607540,
,,2021,Coachella,Transportation and Warehousing,713971,825117,854556,1085145,3478789,
,,2021,Coachella,Information,148958,151204,148038,165943,614143,
,,2021,Coachella,Finance and Insurance,874613,900762,819094,976748,3571217,
,,2021,Coachella,Real Estate and Rental and Leasing,454060,486240,505663,506163,1952126,
,,2021,Coachella,"Professional, Scientific, and Technical Services",400682,445938,380366,434280,1661266,
,,2021,Coachella,Management of Companies and Enterprises,***,***,***,***,***,YES
,,2021,Coachella,Administrative and Support and Waste Management and Remediation Services,1656825,1883364,2007449,2251776,7799414,
,,2021,Coachella,Educational Services,***,***,***,***,***,YES
,,2021,Coachella,Health Care and Social Assistance,2815478,3050398,3444926,3725547,13036349,
,,2021,Coachella,"Arts, Entertainment, and Recreation",***,***,***,***,***,YES
,,2021,Coachella,Accommodation and Food Services,4126154,4570784,4849935,4611514,18158387,
,,2021,Coachella,Other Services (except Public Administration),897717,1041909,1226786,1194128,4360540,
,,2021,Coachella,Federal Government,***,***,***,***,***,YES
,,2021,Coachella,Local Government,35192548,37486934,39141112,33635826,145456420,
,,2021,Desert Hot Spr,"Agriculture, Forestry, Fishing and Hunting",2587550,3266963,3049225,3462880,12366618,
,,2021,Desert Hot Spr,Construction,3842548,4143166,4369504,5280127,17635345,
,,2021,Desert Hot Spr,Manufacturing,***,***,***,***,***,YES
,,2021,Desert Hot Spr,Wholesale Trade,444058,514045,500393,588345,2046841,
,,2021,Desert Hot Spr,Retail Trade,4761161,5097280,5366631,5400101,20625173,
,,2021,Desert Hot Spr,Transportation and Warehousing,703187,764218,764044,819045,3050494,
,,2021,Desert Hot Spr,Information,220477,190176,217925,260524,889102,
,,2021,Desert Hot Spr,Finance and Insurance,616128,517739,465525,487493,2086885,
,,2021,Desert Hot Spr,Real Estate and Rental and Leasing,1092397,1125978,1051554,1089617,4359546,
,,2021,Desert Hot Spr,"Professional, Scientific, and Technical Services",410447,478229,449520,707029,2045225,
,,2021,Desert Hot Spr,Administrative and Support and Waste Management and Remediation Services,1777438,1933687,2047095,2290130,8048350,
,,2021,Desert Hot Spr,Educational Services,***,***,***,***,***,YES
,,2021,Desert Hot Spr,Health Care and Social Assistance,5929625,6134463,6196223,6754738,25015049,
,,2021,Desert Hot Spr,"Arts, Entertainment, and Recreation",603832,795935,759031,745767,2904565,
,,2021,Desert Hot Spr,Accommodation and Food Services,3790032,4966339,5517123,6307242,20580736,
,,2021,Desert Hot Spr,Other Services (except Public Administration),676831,766158,836741,841888,3121618,
,,2021,Desert Hot Spr,Not Elsewhere Classified,***,***,***,***,***,YES
,,2021,Desert Hot Spr,Federal Government,***,***,***,***,***,YES
,,2021,Desert Hot Spr,Local Government,***,***,***,***,***,YES
,,2021,Indian Wells,Construction,232778,309234,275270,358797,1176079,
,,2021,Indian Wells,Manufacturing,***,***,***,***,***,YES
,,2021,Indian Wells,Wholesale Trade,***,***,***,***,***,YES
,,2021,Indian Wells,Retail Trade,397369,430358,393908,474594,1696229,
,,2021,Indian Wells,Finance and Insurance,7502801,6411314,6241025,6865296,27020436,
,,2021,Indian Wells,Real Estate and Rental and Leasing,950993,1095483,1213402,1740647,5000525,
,,2021,Indian Wells,"Professional, Scientific, and Technical Services",2655525,2761881,2535499,3240877,11193782,
,,2021,Indian Wells,Administrative and Support and Waste Management and Remediation Services,717958,1136145,1199775,1429735,4483613,
,,2021,Indian Wells,Health Care and Social Assistance,2784740,2982128,2578860,3798412,12144140,
